msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022
E02002851,52,40,80,0,7,5,59,5,0,5,5,15,38,13,7
E02002867,52,31,76,4,2,3,48,11,0,6,6,19,35,19,12
E02002888,52,100,58,0,10,12,25,4,0,4,4,16,36,12,14
E02003168,52,62,73,0,5,9,48,9,0,5,5,9,46,11,10
E02003169,52,49,68,1,10,7,36,12,0,5,5,13,41,16,12
E02003181,52,63,65,0,8,12,33,9,0,5,5,13,40,13,11
E02003488,52,66,65,0,7,11,35,4,0,4,4,14,39,17,12
E02003508,52,58,67,0,17,12,21,6,0,5,5,19,34,13,16
E02003572,52,46,58,0,11,6,22,15,0,4,4,18,34,19,12
E02003646,52,110,60,0,7,9,31,6,0,6,6,25,29,11,16
E02003654,52,25,69,1,2,1,56,4,0,4,4,12,40,15,10
E02003734,52,88,65,2,12,4,39,9,0,6,6,10,43,12,9
E02003839,52,42,63,0,12,17,26,8,0,5,5,12,42,13,11
E02003955,52,107,68,0,4,16,35,9,0,6,6,11,43,14,16
E02003995,52,96,64,0,8,16,31,4,0,6,6,15,38,15,14
E02004016,52,40,71,1,6,13,45,1,0,5,5,10,44,22,9
E02004025,52,47,67,2,9,5,45,3,0,5,5,17,36,15,13
E02004046,52,52,70,0,4,11,45,4,0,4,4,12,40,13,8
E02004161,52,56,62,1,20,13,21,4,0,5,5,10,44,16,9
E02004230,52,67,79,1,5,7,61,3,0,4,4,19,33,13,12
E02004285,52,62,66,0,8,4,43,9,0,4,4,15,37,13,13
E02004523,52,98,64,0,5,8,39,8,0,6,6,20,33,16,16
E02004570,52,57,66,1,6,17,36,5,0,7,6,15,38,14,22
E02004652,52,39,73,0,6,7,47,8,0,4,4,13,40,16,11
E02004972,52,42,64,0,10,10,30,11,0,4,4,13,40,15,9
E02004986,52,98,71,0,7,15,40,7,0,5,5,15,38,11,9
E02005141,52,73,60,0,8,23,23,5,0,5,5,12,40,13,10
E02005170,52,60,66,0,6,14,36,5,0,5,5,9,43,15,12
E02005177,52,82,79,0,2,15,57,4,0,4,4,17,35,15,11
E02005336,52,49,76,1,8,4,47,5,0,4,4,14,39,16,15
E02005425,52,69,78,4,6,4,54,9,0,3,3,16,36,16,12
E02005434,52,68,64,0,4,18,29,9,0,4,4,7,45,14,12
E02005541,52,46,62,0,13,11,25,8,0,4,4,10,43,20,8
E02005565,52,75,81,2,3,2,60,5,2,4,4,12,40,16,7
E02005592,52,54,57,0,19,9,18,9,0,6,6,12,41,10,9
E02005617,52,70,59,1,8,15,31,4,0,7,7,24,29,15,17
E02005678,52,72,64,0,1,6,43,8,0,6,6,20,32,15,12
E02005729,52,18,68,2,10,7,38,9,0,4,4,12,41,16,11
E02005759,52,64,88,2,4,1,64,12,0,5,5,13,40,19,13
E02005986,52,64,69,4,3,8,44,8,0,5,5,16,37,16,13
E02006014,52,54,73,1,1,1,52,8,3,5,5,15,38,25,12
E02006048,52,43,67,3,4,5,50,6,1,6,5,17,36,13,12
E02006058,52,43,72,0,4,6,55,6,0,5,5,19,35,20,15
E02006162,52,38,71,1,2,8,43,3,0,5,5,16,36,13,18
E02006176,52,44,74,2,5,1,57,5,0,5,5,10,44,19,12
E02006264,52,55,75,1,6,2,52,7,0,5,5,13,39,16,11
E02006304,52,70,60,1,12,11,28,9,0,5,5,16,37,11,11
E02006320,52,98,64,0,16,3,32,9,0,4,4,13,40,10,16
E02006337,52,52,59,1,10,4,24,12,0,5,5,17,36,7,21
E02006541,52,60,64,1,17,13,26,7,0,5,5,13,39,17,12
E02006657,52,105,57,1,7,24,18,5,0,6,6,13,40,9,13
E02006677,52,52,73,0,9,1,53,3,0,5,5,16,37,16,12
E02006720,52,40,73,4,5,6,47,10,0,4,4,15,38,15,8
E02006795,52,85,59,1,3,18,26,10,0,5,5,20,35,16,19
W02000043,52,4,73,0,9,17,31,8,0,4,4,13,40,17,16
W02000231,52,40,60,1,9,22,26,1,0,5,5,18,35,8,19
W02000285,52,42,85,3,1,6,56,4,0,5,5,10,45,10,13
W02000301,52,39,87,2,2,5,67,4,0,4,4,17,35,14,19
W02000375,52,33,67,0,3,10,44,5,0,4,4,17,37,11,20
W02000376,52,32,72,2,8,4,52,4,0,4,4,18,37,16,13
E02000066,51,102,62,0,4,15,27,4,0,6,6,16,36,15,11
E02000074,51,98,59,0,1,12,39,6,0,5,5,12,40,15,10
E02000285,51,60,57,0,5,11,30,9,0,4,4,18,33,12,19
E02000356,51,72,53,0,17,5,14,11,0,4,4,19,32,13,9
E02000678,51,104,72,0,5,12,34,10,0,4,4,15,37,15,11
E02000698,51,51,55,0,23,6,13,8,0,5,5,11,41,11,8
E02001000,51,79,64,3,4,11,38,2,0,6,6,15,37,14,17
E02001042,51,34,64,0,5,21,28,4,0,4,4,20,31,12,17
E02001073,51,47,62,0,18,15,25,3,0,6,6,15,37,14,15
E02001090,51,27,69,2,11,7,42,4,0,4,4,15,37,13,18
E02001116,51,65,62,1,2,19,36,1,0,4,4,16,37,15,11
E02001166,51,17,64,0,12,17,28,4,0,4,4,20,31,9,14
E02001176,51,42,70,1,8,8,46,4,0,7,7,13,40,12,16
E02001186,51,62,68,2,9,13,34,5,0,6,6,16,37,18,10
E02001262,51,51,64,1,21,11,26,0,0,5,5,16,35,13,13
E02001282,51,43,70,1,6,13,43,6,0,5,5,17,34,15,11
E02001356,51,71,60,0,3,16,31,1,0,4,4,10,42,16,11
E02001405,51,101,53,1,9,13,20,5,0,6,6,13,39,12,19
E02001515,51,100,56,1,4,13,24,7,0,6,6,19,32,17,12
E02001559,51,55,90,3,3,12,65,3,0,5,5,14,38,23,11
E02001563,51,54,72,0,10,9,39,1,0,5,5,13,39,9,18
E02001570,51,56,61,0,2,11,37,5,0,4,4,18,33,18,14
E02001623,51,2,65,0,4,14,36,3,0,5,5,18,33,15,12
E02001722,51,55,69,0,7,10,43,3,0,7,7,9,43,16,17
E02001779,51,29,73,1,10,5,45,5,0,4,4,20,31,12,12
E02002043,51,87,76,0,10,15,46,1,0,5,5,20,32,16,15
E02002079,51,73,75,0,3,14,52,3,0,5,5,11,41,17,11
E02002147,51,74,79,0,7,4,53,6,0,5,5,14,37,13,12
E02002212,51,121,74,1,1,18,53,2,0,4,4,11,40,16,11
E02002246,51,49,68,1,7,5,42,6,0,6,6,21,31,17,11
E02002264,51,41,73,0,6,9,43,4,0,4,4,15,36,13,10
E02002383,51,43,58,0,12,14,27,1,0,5,5,17,34,16,8
E02002479,51,81,73,1,4,10,52,2,0,5,5,18,33,16,16
E02002497,51,45,73,2,9,12,34,12,0,4,4,18,33,8,17
E02002500,51,44,68,0,11,16,33,1,0,4,4,14,37,11,12
E02002501,51,49,65,0,13,13,33,2,0,3,3,14,37,10,12
E02002517,51,27,74,2,9,4,48,11,0,4,4,17,34,16,17
E02002542,51,48,65,0,9,13,25,9,0,6,6,11,42,22,12
E02002574,51,54,58,1,11,11,32,4,0,4,4,14,38,10,14
E02002593,51,21,65,1,9,0,45,4,0,4,4,15,36,13,10
E02002596,51,47,63,1,10,1,34,6,0,6,6,16,36,10,20
E02002635,51,52,77,0,5,13,47,7,0,5,5,11,40,14,9
E02002648,51,67,58,0,8,16,24,6,0,5,5,13,38,14,11
E02002857,51,57,62,1,13,8,33,6,0,4,4,18,33,13,17
E02002884,51,92,62,0,9,18,28,5,0,4,4,13,40,9,16
E02002891,51,77,67,1,6,10,39,3,0,5,5,18,33,17,10
E02003012,51,98,63,0,10,6,38,7,0,6,6,14,39,10,9
E02003122,51,49,62,0,3,6,38,13,0,4,4,17,34,9,17
E02003135,51,76,65,0,9,13,31,10,0,5,5,15,37,14,14
E02003138,51,58,68,0,8,8,43,8,0,5,5,18,33,11,11
E02003242,51,66,64,1,10,10,32,9,0,5,5,14,37,13,11
E02003322,51,96,61,0,6,18,30,5,0,4,4,13,38,21,10
E02003330,51,73,63,0,10,4,40,7,0,4,4,15,36,13,12
E02003334,51,76,67,0,3,20,40,4,0,4,4,15,36,13,13
E02003513,51,57,61,0,16,7,28,6,0,4,4,12,40,19,15
E02003557,51,43,58,0,19,5,22,7,0,4,4,16,35,10,11
E02003609,51,100,71,1,6,5,56,2,0,6,6,14,38,13,18
E02003676,51,33,71,1,6,3,52,2,1,4,4,9,42,21,14
E02003681,51,51,58,1,11,21,20,6,0,6,6,10,42,18,11
E02003826,51,75,55,0,14,5,24,10,0,5,5,11,40,20,13
E02003933,51,73,85,2,0,9,62,10,0,4,4,17,34,18,9
E02004036,51,70,55,0,6,14,24,7,0,6,6,17,37,14,13
E02004125,51,58,63,0,9,9,37,7,0,6,6,14,38,15,11
E02004158,51,54,63,1,10,14,26,9,0,5,5,10,42,15,11
E02004282,51,48,66,1,9,3,29,18,0,5,5,9,43,15,7
E02004429,51,46,72,0,5,10,47,2,0,5,5,20,32,12,10
E02004508,51,44,78,1,3,3,64,8,0,4,4,9,43,18,10
E02004521,51,88,67,0,6,7,33,11,0,6,6,19,33,10,16
E02004558,51,58,62,0,10,13,23,8,0,4,4,11,40,19,8
E02004667,51,60,65,2,10,9,38,4,0,7,7,16,37,14,15
E02004776,51,37,65,1,5,5,39,13,0,4,4,8,43,23,9
E02005017,51,46,62,1,7,16,29,8,0,5,5,16,36,14,8
E02005115,51,84,74,1,4,11,46,6,0,4,4,15,36,14,13
E02005171,51,92,70,0,6,9,46,8,0,4,4,18,33,15,11
E02005192,51,60,73,1,5,3,51,8,0,4,4,24,27,18,17
E02005210,51,57,78,0,10,5,54,6,0,7,7,12,41,15,16
E02005271,51,79,69,0,12,10,41,5,0,5,5,19,32,14,13
E02005304,51,79,70,0,4,10,50,4,0,6,6,12,39,19,10
E02005360,51,23,73,0,12,8,49,2,0,4,4,14,37,11,7
E02005478,51,77,58,0,10,9,21,5,0,7,7,13,41,11,15
E02005480,51,82,62,1,6,15,33,3,0,5,5,13,38,11,16
E02005488,51,56,78,5,8,4,52,10,0,4,4,9,43,13,9
E02005612,51,38,65,0,10,3,41,8,0,4,4,24,27,14,11
E02005817,51,44,60,2,10,6,23,14,0,4,4,10,41,18,9
E02005851,51,55,59,2,7,14,26,6,0,4,4,14,37,6,17
E02005883,51,70,60,0,6,6,32,7,0,5,5,12,39,10,15
E02005889,51,91,75,0,7,8,37,8,0,7,7,11,42,13,16
E02006010,51,58,69,2,4,5,48,9,0,7,7,17,37,16,13
E02006025,51,56,57,0,5,24,22,4,0,6,6,11,42,13,21
E02006026,51,41,84,4,7,5,59,5,0,5,5,11,41,17,6
E02006309,51,53,62,0,17,9,27,6,0,5,5,16,35,13,14
E02006372,51,70,64,0,11,5,43,3,0,4,4,14,38,15,15
E02006445,51,53,63,1,10,6,31,10,0,5,5,13,40,13,16
E02006557,51,91,60,0,17,12,25,3,0,5,5,20,32,11,14
E02006638,51,63,57,1,4,20,30,2,0,4,4,10,41,13,12
E02006683,51,62,67,0,9,4,40,12,0,4,4,12,39,20,7
E02006756,51,37,76,1,5,1,54,10,0,4,4,10,43,22,12
E02006782,51,98,66,0,6,11,38,10,0,5,5,18,35,15,7
E02006814,51,84,55,0,19,9,19,5,0,6,6,15,39,17,14
E02006827,51,73,63,1,7,15,29,5,0,5,5,14,38,11,17
E02006842,51,30,78,1,5,10,43,3,0,3,3,16,35,7,17
E02006919,51,74,58,1,4,14,32,4,0,5,5,17,34,11,11
W02000031,51,6,77,0,4,17,44,9,0,5,5,14,37,22,12
W02000281,51,25,75,0,2,1,62,6,0,5,5,17,35,14,14
E02000035,50,81,60,0,9,10,26,12,0,5,5,16,36,17,9
E02000075,50,54,59,0,5,8,34,5,0,5,5,13,37,13,13
E02000151,50,44,61,1,4,9,36,7,0,5,5,18,32,12,10
E02000477,50,74,65,0,3,9,43,6,0,6,6,14,38,16,11
E02000485,50,51,65,0,9,13,30,4,0,5,5,14,36,12,11
E02000729,50,87,59,0,6,12,24,10,0,4,4,20,30,15,15
E02000801,50,61,58,0,21,10,16,10,0,4,4,14,36,10,8
E02000939,50,65,52,0,15,6,8,20,0,5,5,20,31,13,12
E02001044,50,40,62,0,12,10,34,1,0,5,5,17,35,13,13
E02001079,50,46,64,1,18,11,30,0,0,5,5,19,31,9,17
E02001347,50,60,64,1,8,13,32,7,0,5,5,11,39,15,9
E02001464,50,63,55,0,15,12,19,9,0,5,5,16,34,11,14
E02001471,50,72,60,0,12,16,23,4,0,5,5,13,38,12,9
E02001695,50,33,60,1,8,1,41,3,0,4,4,22,30,11,15
E02001911,50,86,72,0,5,11,39,6,0,5,5,17,35,12,18
E02001925,50,38,65,2,10,11,39,4,0,4,4,16,35,18,11
E02001929,50,134,75,2,3,11,50,3,0,6,6,14,37,12,17
E02001942,50,53,67,2,6,16,37,5,0,4,4,14,36,12,12
E02001948,50,76,63,0,4,17,32,4,0,5,5,12,39,9,18
E02001976,50,52,59,0,8,15,30,2,0,5,5,12,40,17,12
E02002000,50,80,78,0,1,10,50,10,0,5,5,17,33,7,11
E02002012,50,76,63,3,5,13,42,2,0,5,5,20,30,17,12
E02002032,50,86,62,0,3,7,43,5,0,6,6,18,33,15,12
E02002064,50,114,65,0,3,11,45,3,0,7,7,21,32,11,16
E02002189,50,67,76,1,3,12,56,3,0,4,4,20,30,13,17
E02002321,50,47,70,3,6,4,46,9,0,4,4,12,39,13,13
E02002379,50,76,72,1,4,24,33,5,0,4,4,14,36,11,11
E02002463,50,86,58,0,15,11,22,8,0,6,6,16,35,12,18
E02002470,50,33,62,1,6,11,35,4,0,4,4,16,34,14,10
E02002504,50,60,63,0,10,12,28,7,0,5,5,9,42,11,15
E02002513,50,71,71,0,7,5,43,8,0,6,6,9,42,14,12
E02002534,50,22,74,0,4,2,54,5,0,4,4,10,41,12,17
E02002570,50,66,64,0,10,16,34,2,0,5,5,20,30,11,19
E02002601,50,55,59,0,22,2,22,8,0,5,5,16,36,10,21
E02002637,50,60,54,0,10,5,30,5,0,4,4,14,36,14,9
E02002764,50,66,63,0,10,3,38,4,0,4,4,20,30,14,10
E02002901,50,39,61,0,4,4,41,6,0,4,4,12,40,14,13
E02003195,50,46,57,1,8,1,28,14,0,4,4,7,44,18,11
E02003212,50,56,70,1,1,7,47,9,0,6,6,15,38,16,13
E02003309,50,67,63,1,6,8,38,8,0,5,5,12,38,13,7
E02003396,50,93,61,0,13,8,25,11,0,6,6,12,40,14,10
E02003450,50,78,75,1,5,4,54,8,0,7,7,11,41,10,19
E02003502,50,84,59,1,11,8,26,11,0,5,5,10,43,16,12
E02003585,50,47,58,2,8,6,33,10,0,4,5,13,38,11,12
E02003624,50,40,68,1,14,13,28,5,0,4,4,15,35,10,15
E02003663,50,105,65,1,11,9,35,7,0,4,4,16,36,11,17
E02003760,50,79,71,0,11,6,43,9,0,5,5,14,38,15,14
E02003921,50,52,69,1,3,6,51,4,1,4,4,13,38,13,10
E02003989,50,43,64,0,9,4,41,6,0,5,5,16,34,14,10
E02004066,50,74,60,1,7,16,19,12,0,7,7,14,37,9,14
E02004071,50,36,69,2,10,4,37,15,0,3,3,8,42,22,8
E02004172,50,53,74,1,0,3,60,3,0,4,4,13,38,16,13
E02004182,50,65,60,0,6,20,28,6,0,4,4,14,38,17,17
E02004302,50,56,75,2,6,10,50,4,0,6,5,12,39,13,14
E02004440,50,44,54,0,5,6,32,9,0,5,5,20,32,12,15
E02004530,50,71,67,1,3,14,41,8,0,4,4,15,35,11,9
E02004742,50,89,59,0,10,8,27,10,0,5,5,9,41,16,12
E02004833,50,58,55,2,10,12,26,6,0,6,6,14,38,17,16
E02004968,50,73,56,0,10,13,25,8,0,4,4,15,35,8,15
E02005133,50,84,62,1,3,11,35,9,0,5,5,15,35,17,14
E02005438,50,64,62,1,8,20,24,4,0,4,4,10,41,19,7
E02005669,50,17,63,0,9,4,46,4,0,4,4,10,40,15,10
E02005772,50,25,72,2,7,2,49,10,0,4,4,17,34,7,20
E02005840,50,86,66,1,9,14,34,8,0,5,5,14,36,15,13
E02005959,50,36,68,1,11,2,38,6,0,4,4,15,36,14,16
E02006044,50,38,72,4,3,4,50,11,0,4,4,12,39,17,8
E02006046,50,57,75,1,3,3,51,6,0,6,7,16,34,12,13
E02006168,50,26,68,0,7,12,38,8,0,5,5,14,37,10,12
E02006291,50,61,68,0,2,6,53,3,0,4,4,15,36,8,11
E02006294,50,44,66,1,4,15,39,7,0,4,4,7,44,13,8
E02006587,50,101,60,0,8,6,36,6,0,5,5,16,35,13,14
E02006696,50,39,69,0,3,5,53,6,0,4,4,12,38,16,11
E02006727,50,29,70,0,7,8,47,6,0,4,4,21,29,10,15
E02006809,50,120,69,0,3,11,50,2,0,6,6,20,32,11,14
W02000004,50,1,65,5,4,7,44,6,1,6,6,22,29,13,16
W02000242,50,32,68,1,9,2,48,5,0,5,5,18,32,14,14
W02000352,50,35,65,2,3,13,30,9,0,5,5,19,31,13,12
W02000395,50,23,64,4,10,7,36,3,0,4,4,12,39,15,11
E02000069,49,78,62,0,5,9,30,12,0,4,4,11,39,12,9
E02000118,49,110,55,0,10,15,23,5,0,5,5,17,34,13,16
E02000258,49,78,58,0,7,14,22,11,0,4,4,16,34,12,15
E02000448,49,43,58,0,5,12,25,3,0,4,4,18,32,8,10
E02000680,49,86,64,0,7,12,21,13,0,4,4,12,37,11,14
E02000776,49,55,54,1,11,16,22,3,0,5,4,17,32,13,13
E02001106,49,33,60,3,6,16,25,7,0,4,4,16,33,12,14
E02001304,49,52,69,4,9,13,39,5,0,7,7,15,37,14,12
E02001461,49,39,62,1,8,10,33,4,0,4,4,10,40,10,16
E02001469,49,34,60,0,17,10,28,5,0,5,5,12,38,16,6
E02001497,49,49,71,2,13,19,28,6,0,5,5,16,33,15,15
E02001511,49,55,54,0,6,13,23,6,0,4,4,21,29,17,12
E02001514,49,72,68,2,4,9,46,6,0,4,4,11,38,13,9
E02001524,49,32,86,1,5,4,69,4,0,5,4,11,38,14,12
E02001549,49,65,70,0,3,5,57,1,0,4,4,13,36,7,13
E02001609,49,63,75,2,1,6,59,2,0,6,6,24,25,8,15
E02001617,49,3,71,0,4,9,48,6,0,4,4,17,32,10,19
E02001807,49,37,66,1,8,4,48,4,0,5,5,23,28,8,12
E02002035,49,36,75,3,1,5,59,2,0,4,4,23,26,7,12
E02002181,49,83,62,1,8,11,37,3,0,4,4,15,35,12,15
E02002198,49,57,65,1,3,11,40,8,1,5,5,16,34,9,18
E02002222,49,97,62,0,5,18,34,3,0,5,5,16,35,16,14
E02002248,49,64,55,0,4,15,26,7,0,5,5,13,37,14,11
E02002276,49,76,63,2,3,11,39,5,0,5,5,12,38,15,11
E02002325,49,68,60,2,8,12,32,2,0,5,5,16,35,12,14
E02002721,49,51,74,2,5,0,58,7,1,4,4,9,41,10,12
E02002743,49,51,63,0,15,7,30,7,0,4,4,13,37,12,6
E02002800,49,45,64,0,14,4,35,6,0,4,4,10,40,12,13
E02002823,49,69,66,0,11,10,32,6,0,5,5,15,36,15,7
E02003141,49,85,60,1,11,4,29,14,0,5,5,20,29,9,16
E02003259,49,80,61,1,4,17,34,4,0,4,4,11,39,13,10
E02003285,49,94,58,0,8,14,26,8,0,7,7,15,36,7,18
E02003289,49,40,57,2,9,18,26,3,0,6,6,15,36,9,12
E02003392,49,61,56,0,14,15,18,8,0,5,5,13,37,12,17
E02003512,49,70,50,0,23,8,7,6,0,5,5,15,35,15,13
E02003618,49,70,69,0,7,5,52,3,0,5,5,11,41,14,10
E02003719,49,90,54,1,21,7,12,11,0,6,6,18,33,14,13
E02003743,49,144,63,0,12,10,36,4,0,5,5,19,30,13,14
E02003787,49,55,59,0,12,3,33,5,0,4,4,10,40,19,13
E02003829,49,26,57,3,15,6,22,10,0,4,4,15,36,9,17
E02003863,49,27,57,0,13,10,26,6,0,5,5,9,42,19,15
E02003883,49,76,66,1,11,12,32,5,0,6,6,15,35,15,10
E02003903,49,55,70,2,5,9,42,9,0,3,3,11,39,19,11
E02003954,49,71,53,1,4,20,19,8,0,4,4,10,39,18,10
E02004056,49,79,68,0,3,9,43,7,0,5,5,10,39,10,12
E02004058,49,83,68,0,3,11,39,8,0,5,5,15,35,13,13
E02004112,49,30,71,1,2,4,56,5,0,4,4,25,24,12,11
E02004385,49,89,70,1,2,14,39,9,0,5,5,12,38,13,17
E02004423,49,73,62,0,4,8,40,8,0,5,5,15,34,18,11
E02004498,49,77,57,0,10,9,30,8,0,6,6,9,41,17,9
E02004572,49,49,56,2,6,8,29,10,0,5,5,12,38,21,9
E02004607,49,63,54,1,21,6,23,3,0,6,6,16,35,13,13
E02004643,49,59,62,1,13,12,27,9,0,5,5,15,34,9,14
E02004751,49,65,58,0,7,9,33,7,0,5,5,13,37,13,15
E02004767,49,73,61,2,7,6,36,5,0,4,4,23,26,7,11
E02004768,49,48,58,0,6,8,35,7,0,4,4,13,36,13,12
E02004792,49,68,58,1,10,8,24,13,1,6,6,18,32,17,11
E02004966,49,40,60,0,5,5,36,9,0,4,4,11,38,14,12
E02004970,49,79,75,0,9,3,36,11,0,5,5,17,32,12,8
E02005196,49,76,67,0,11,7,44,2,0,4,4,10,40,11,12
E02005216,49,39,71,0,4,7,47,5,0,4,4,17,32,11,13
E02005231,49,83,58,1,5,17,29,6,0,5,5,20,29,10,14
E02005342,49,25,68,3,3,3,51,8,1,5,5,21,29,19,10
E02005359,49,29,66,2,2,3,53,2,0,4,4,15,36,18,10
E02005381,49,56,62,2,5,3,41,8,0,5,5,16,36,13,15
E02005553,49,58,86,1,2,6,63,13,0,6,6,16,35,14,14
E02005587,49,89,62,0,10,6,33,10,0,7,7,18,35,20,11
E02005687,49,30,81,1,5,2,58,9,0,3,3,13,36,15,8
E02005746,49,36,65,1,7,22,30,5,0,4,4,7,42,11,13
E02005773,49,58,55,1,12,7,23,10,0,6,6,17,32,8,16
E02005806,49,59,67,1,7,9,34,12,0,5,5,12,38,14,16
E02005809,49,44,70,1,10,3,48,3,0,5,5,14,37,14,12
E02005941,49,53,55,0,28,7,11,6,0,4,4,14,35,13,13
E02006037,49,37,55,0,21,11,20,3,0,6,6,9,43,14,14
E02006076,49,61,75,1,1,2,64,6,0,5,5,18,31,16,15
E02006117,49,31,78,3,3,7,58,8,0,3,3,12,37,15,12
E02006248,49,88,55,0,18,2,18,13,0,5,5,14,38,8,15
E02006260,49,96,58,0,13,8,31,4,0,6,6,13,37,11,14
E02006262,49,76,77,2,3,3,62,4,0,6,6,10,40,17,9
E02006502,49,52,52,0,17,11,19,3,0,7,7,17,34,12,17
E02006569,49,62,64,0,13,6,34,5,0,5,5,10,39,13,10
E02006589,49,93,61,1,11,2,40,8,0,8,8,22,30,13,16
E02006648,49,37,63,0,4,0,50,4,0,4,4,15,35,12,13
E02006693,49,49,69,1,5,1,47,11,0,4,4,11,40,15,4
E02006763,49,56,65,2,5,8,34,7,0,4,4,12,37,14,13
W02000089,49,17,58,0,13,16,21,8,0,6,6,17,34,12,19
W02000274,49,50,67,1,1,13,46,5,0,6,6,21,30,12,14
W02000365,49,35,63,2,12,10,29,8,0,4,4,13,37,10,17
E02000228,48,45,66,1,7,8,39,6,0,5,5,13,36,12,14
E02000298,48,50,50,0,6,8,24,11,0,5,5,16,32,12,8
E02000451,48,51,64,1,2,5,34,14,0,4,4,18,31,15,10
E02000468,48,104,61,0,5,8,35,8,0,5,5,14,36,15,14
E02000486,48,63,57,0,5,11,31,4,0,5,5,13,35,15,15
E02000545,48,94,52,0,13,11,12,14,0,5,5,11,38,17,10
E02000740,48,100,61,0,6,14,25,11,0,4,4,16,32,14,5
E02000845,48,95,59,1,7,16,24,8,0,5,5,13,36,16,13
E02001011,48,46,58,1,9,6,29,8,0,6,6,14,36,10,11
E02001025,48,53,60,2,2,15,37,3,0,5,5,16,32,16,16
E02001034,48,46,60,1,4,11,35,7,0,5,5,17,33,16,15
E02001077,48,41,62,0,18,9,30,1,0,5,5,11,37,13,11
E02001197,48,28,73,0,2,7,55,4,0,4,4,14,34,15,17
E02001205,48,47,64,2,5,10,36,7,0,5,5,12,36,12,9
E02001208,48,38,61,0,12,7,34,4,0,5,5,18,32,14,16
E02001522,48,94,67,0,7,11,35,9,0,6,6,12,36,16,11
E02001545,48,51,61,2,3,7,48,2,0,6,6,13,36,10,19
E02001606,48,76,59,1,6,12,34,4,0,6,6,12,37,20,13
E02001653,48,4,55,1,6,19,21,2,0,4,4,13,35,10,16
E02001819,48,28,62,0,5,6,38,5,0,5,5,16,33,10,17
E02001839,48,46,56,2,4,15,31,3,0,4,4,12,37,13,10
E02001919,48,79,62,0,9,6,35,3,0,4,4,12,36,14,10
E02001927,48,86,63,0,6,10,38,6,0,5,5,10,38,11,10
E02001933,48,93,55,0,7,14,28,2,0,5,5,15,33,14,15
E02002019,48,61,58,2,1,10,34,10,0,5,5,14,35,9,14
E02002052,48,107,71,0,2,8,54,4,0,6,6,15,34,13,12
E02002073,48,79,69,0,6,14,41,1,0,5,5,15,34,11,17
E02002159,48,71,65,0,7,7,44,4,0,4,4,17,31,11,16
E02002323,48,54,59,1,5,13,32,7,0,6,6,15,34,16,13
E02002386,48,63,59,1,3,14,31,5,0,6,6,8,42,13,11
E02002407,48,78,65,2,9,12,35,5,0,4,4,17,31,10,13
E02002430,48,79,63,0,6,16,27,6,0,5,5,12,36,18,9
E02002506,48,40,62,0,8,12,36,1,0,4,4,13,36,17,12
E02002567,48,50,59,0,13,10,31,2,0,4,4,12,36,11,8
E02002579,48,53,59,0,12,14,28,0,0,5,5,11,38,12,10
E02002708,48,36,60,0,12,9,28,2,0,4,4,7,44,15,13
E02002751,48,71,70,5,5,3,45,11,0,4,4,9,39,14,12
E02002871,48,67,60,0,7,12,24,7,0,5,5,13,36,10,13
E02003008,48,56,58,0,8,10,29,7,0,4,4,13,36,13,11
E02003121,48,57,59,0,10,7,34,5,0,7,7,14,38,14,13
E02003198,48,65,53,1,8,6,22,14,0,5,5,13,36,11,16
E02003360,48,77,61,2,4,3,46,5,0,7,7,17,33,11,12
E02003394,48,70,52,0,10,11,19,11,0,5,5,16,33,15,12
E02003404,48,52,56,0,14,9,23,8,0,4,4,13,35,12,13
E02003411,48,118,62,1,5,16,32,3,0,6,6,14,35,15,12
E02003471,48,42,67,1,6,4,53,2,0,4,4,17,31,11,13
E02003477,48,92,61,0,10,5,39,5,0,7,7,19,30,12,11
E02003479,48,72,70,0,7,1,53,6,0,4,4,13,36,12,9
E02003574,48,70,56,0,6,10,29,10,0,5,5,10,39,10,10
E02004157,48,25,58,0,13,16,19,6,0,4,4,14,34,9,16
E02004309,48,29,55,0,6,12,31,4,0,4,4,9,40,11,12
E02004431,48,81,63,2,6,10,40,7,0,5,5,13,37,12,12
E02004442,48,92,55,0,2,12,26,9,1,5,5,10,38,13,11
E02004450,48,55,63,0,4,3,45,9,0,4,4,7,42,15,10
E02004622,48,45,69,4,7,8,44,9,0,5,5,16,33,11,12
E02004634,48,72,61,1,3,7,37,8,2,6,6,19,29,8,18
E02004713,48,52,61,2,7,5,43,0,0,5,5,19,30,11,16
E02004714,48,45,58,0,16,5,26,10,0,5,5,9,40,13,13
E02004761,48,63,61,2,9,6,33,10,0,4,4,10,38,17,8
E02004783,48,45,61,0,7,6,34,11,0,5,5,12,36,11,13
E02004926,48,23,56,1,16,11,18,7,0,5,5,17,33,11,17
E02004995,48,40,75,0,6,4,55,6,0,3,3,18,31,15,15
